Назва морського порту,Рік,Місяць,Портовий оператор,"Причал, номер",Вид вантажу,Напрямок,Обсяг переробленного вантажу,Одиниця виміру
Бердянський морський порт,2014,Лютий,ДП «Бердянський МТП»,3,Хлібні - всього,Навантаження,"5,5",тис. тонн
Бердянський морський порт,2014,Лютий,ДП «Бердянський МТП»,4,Інші тарно-штучні вантажі,Розвантаження,2,тис. тонн
Бердянський морський порт,2014,Лютий,ДП «Бердянський МТП»,4,Кокс,Навантаження,"1,5",тис. тонн
Бердянський морський порт,2014,Лютий,ДП «Бердянський МТП»,4,Інші сипучі вантажі,Навантаження,"2,6",тис. тонн
Бердянський морський порт,2014,Лютий,ДП «Бердянський МТП»,5,Хлібні - всього,Навантаження,"12,9",тис. тонн
Бердянський морський порт,2014,Лютий,ДП «Бердянський МТП»,7,Хлібні - всього,Навантаження,"0,2",тис. тонн
Бердянський морський порт,2014,Лютий,ДП «Бердянський МТП»,8,Хлібні - всього,Навантаження,"8,4",тис. тонн
Бердянський морський порт,2014,Березень,ЗПК «Нова Хортиця»,9,Хлібні - всього,Навантаження,"16,6",тис. тонн
Бердянський морський порт,2014,Березень,ДП «Бердянський МТП»,1,Продовольчі вантажі - всього,Розвантаження,"3,7",тис. тонн
Бердянський морський порт,2014,Березень,ДП «Бердянський МТП»,1,Хлібні - всього,Навантаження,"20,2",тис. тонн
Бердянський морський порт,2014,Березень,ДП «Бердянський МТП»,1,Чорні метали - всього,Навантаження,"7,5",тис. тонн
Бердянський морський порт,2014,Березень,ДП «Бердянський МТП»,2,Продовольчі вантажі - всього,Розвантаження,"1,8",тис. тонн
Бердянський морський порт,2014,Березень,ДП «Бердянський МТП»,2,Хлібні - всього,Навантаження,17,тис. тонн
Бердянський морський порт,2014,Березень,ДП «Бердянський МТП»,2,Інші тарно-штучні вантажі,Навантаження,"0,5",тис. тонн
Бердянський морський порт,2014,Березень,ДП «Бердянський МТП»,3,Вугілля,Навантаження,"20,2",тис. тонн
Бердянський морський порт,2014,Березень,ДП «Бердянський МТП»,3,Кокс,Навантаження,"5,1",тис. тонн
Бердянський морський порт,2014,Березень,ДП «Бердянський МТП»,4,Вугілля,Навантаження,"6,3",тис. тонн
Бердянський морський порт,2014,Березень,ДП «Бердянський МТП»,4,Хлібні - всього,Навантаження,"2,9",тис. тонн
Бердянський морський порт,2014,Березень,ДП «Бердянський МТП»,4,Чорні метали - всього,Навантаження,"2,5",тис. тонн
Бердянський морський порт,2014,Березень,ДП «Бердянський МТП»,5,Вугілля,Навантаження,"7,7",тис. тонн
Бердянський морський порт,2014,Березень,ДП «Бердянський МТП»,5,Кокс,Навантаження,"3,5",тис. тонн
Бердянський морський порт,2014,Березень,ДП «Бердянський МТП»,5,Хлібні - всього,Навантаження,24,тис. тонн
Бердянський морський порт,2014,Березень,ДП «Бердянський МТП»,7,Хлібні - всього,Навантаження,"2,4",тис. тонн
Бердянський морський порт,2014,Березень,ДП «Бердянський МТП»,7,Чорні метали - всього,Навантаження,"10,5",тис. тонн
Бердянський морський порт,2014,Березень,ДП «Бердянський МТП»,8,Кокс,Навантаження,22,тис. тонн
Бердянський морський порт,2014,Березень,ДП «Бердянський МТП»,8,Хлібні - всього,Навантаження,"0,8",тис. тонн
Бердянський морський порт,2014,Квітень,ТОВ «Агро-КЛАСС»,6,Олія,Навантаження,"5,8",тис. тонн
Бердянський морський порт,2014,Квітень,ЗПК «Нова Хортиця»,9,Хлібні - всього,Навантаження,11,тис. тонн
Бердянський морський порт,2014,Квітень,ДП «Бердянський МТП»,1,Хлібні - всього,Навантаження,"35,3",тис. тонн
Бердянський морський порт,2014,Квітень,ДП «Бердянський МТП»,2,Будівельні,Навантаження,"3,9",тис. тонн
Бердянський морський порт,2014,Квітень,ДП «Бердянський МТП»,2,Хлібні - всього,Навантаження,"22,7",тис. тонн
Бердянський морський порт,2014,Квітень,ДП «Бердянський МТП»,3,Вугілля,Навантаження,"4,5",тис. тонн
Бердянський морський порт,2014,Квітень,ДП «Бердянський МТП»,3,Кокс,Навантаження,"1,9",тис. тонн
Бердянський морський порт,2014,Квітень,ДП «Бердянський МТП»,3,Хлібні - всього,Навантаження,"9,4",тис. тонн
Бердянський морський порт,2014,Квітень,ДП «Бердянський МТП»,4,Вугілля,Навантаження,"26,9",тис. тонн
Бердянський морський порт,2014,Квітень,ДП «Бердянський МТП»,4,Кокс,Навантаження,"0,8",тис. тонн
Бердянський морський порт,2014,Квітень,ДП «Бердянський МТП»,4,Чорні метали - всього,Навантаження,"5,5",тис. тонн
Бердянський морський порт,2014,Квітень,ДП «Бердянський МТП»,5,Кокс,Навантаження,"9,9",тис. тонн
Бердянський морський порт,2014,Квітень,ДП «Бердянський МТП»,5,Хлібні - всього,Навантаження,"13,9",тис. тонн
Бердянський морський порт,2014,Квітень,ДП «Бердянський МТП»,7,Кокс,Навантаження,"40,2",тис. тонн
Бердянський морський порт,2014,Квітень,ДП «Бердянський МТП»,8,Вугілля,Розвантаження,"4,1",тис. тонн
Бердянський морський порт,2014,Квітень,ДП «Бердянський МТП»,8,Хлібні - всього,Навантаження,"7,8",тис. тонн
Бердянський морський порт,2014,Травень,ЗПК «Нова Хортиця»,9,Хлібні - всього,Навантаження,"14,8",тис. тонн
Бердянський морський порт,2014,Травень,ДП «Бердянський МТП»,1,Хлібні - всього,Навантаження,"16,4",тис. тонн
Бердянський морський порт,2014,Травень,ДП «Бердянський МТП»,1,Чорні метали - всього,Навантаження,"5,5",тис. тонн
Бердянський морський порт,2014,Травень,ДП «Бердянський МТП»,2,Хлібні - всього,Навантаження,"10,8",тис. тонн
Бердянський морський порт,2014,Травень,ДП «Бердянський МТП»,3,Кокс,Навантаження,"1,3",тис. тонн
Бердянський морський порт,2014,Травень,ДП «Бердянський МТП»,4,Хлібні - всього,Навантаження,"1,2",тис. тонн
Бердянський морський порт,2014,Травень,ДП «Бердянський МТП»,4,Чорні метали - всього,Навантаження,"2,8",тис. тонн
Бердянський морський порт,2014,Травень,ДП «Бердянський МТП»,5,Кокс,Навантаження,10,тис. тонн
Бердянський морський порт,2014,Травень,ДП «Бердянський МТП»,5,Руда всяка,Навантаження,"4,4",тис. тонн
Бердянський морський порт,2014,Травень,ДП «Бердянський МТП»,5,Хлібні - всього,Навантаження,"13,4",тис. тонн
Бердянський морський порт,2014,Травень,ДП «Бердянський МТП»,7,Хлібні - всього,Навантаження,"7,2",тис. тонн
Бердянський морський порт,2014,Травень,ДП «Бердянський МТП»,8,Вугілля,Навантаження,"14,7",тис. тонн
Бердянський морський порт,2014,Травень,ДП «Бердянський МТП»,8,Хлібні - всього,Навантаження,"5,8",тис. тонн
Бердянський морський порт,2014,Червень,ЗПК «Нова Хортиця»,9,Хлібні - всього,Навантаження,"5,6",тис. тонн
Бердянський морський порт,2014,Червень,ДП «Бердянський МТП»,1,Хлібні - всього,Навантаження,"19,2",тис. тонн
Бердянський морський порт,2014,Червень,ДП «Бердянський МТП»,2,Будівельні,Навантаження,"13,5",тис. тонн
Бердянський морський порт,2014,Червень,ДП «Бердянський МТП»,2,Хлібні - всього,Навантаження,"5,6",тис. тонн
Бердянський морський порт,2014,Червень,ДП «Бердянський МТП»,3,Вугілля,Навантаження,"31,6",тис. тонн
Бердянський морський порт,2014,Червень,ДП «Бердянський МТП»,3,Кокс,Навантаження,"1,1",тис. тонн
Бердянський морський порт,2014,Червень,ДП «Бердянський МТП»,3,Інші тарно-штучні вантажі,Навантаження,"1,5",тис. тонн
Бердянський морський порт,2014,Червень,ДП «Бердянський МТП»,4,Вугілля,Навантаження,"17,1",тис. тонн
Бердянський морський порт,2014,Червень,ДП «Бердянський МТП»,4,Чорні метали - всього,Навантаження,"7,1",тис. тонн
Бердянський морський порт,2014,Червень,ДП «Бердянський МТП»,5,Кокс,Навантаження,"19,8",тис. тонн
Бердянський морський порт,2014,Червень,ДП «Бердянський МТП»,5,Руда всяка,Навантаження,"7,5",тис. тонн
Бердянський морський порт,2014,Червень,ДП «Бердянський МТП»,5,Хлібні - всього,Навантаження,"2,8",тис. тонн
Бердянський морський порт,2014,Червень,ДП «Бердянський МТП»,7,Чорні метали - всього,Навантаження,"2,7",тис. тонн
Бердянський морський порт,2014,Червень,ДП «Бердянський МТП»,8,Вугілля,Навантаження,"6,6",тис. тонн
Бердянський морський порт,2014,Червень,ДП «Бердянський МТП»,8,Кокс,Навантаження,"23,9",тис. тонн
Бердянський морський порт,2014,Червень,ДП «Бердянський МТП»,8,Хлібні - всього,Навантаження,5,тис. тонн
Бердянський морський порт,2014,Липень,ЗПК «Нова Хортиця»,9,Хлібні - всього,Навантаження,"18,9",тис. тонн
Бердянський морський порт,2014,Липень,ДП «Бердянський МТП»,1,Хлібні - всього,Навантаження,34,тис. тонн
Бердянський морський порт,2014,Липень,ДП «Бердянський МТП»,2,Хлібні - всього,Навантаження,"40,7",тис. тонн
Бердянський морський порт,2014,Липень,ДП «Бердянський МТП»,3,Кокс,Навантаження,"15,3",тис. тонн
Бердянський морський порт,2014,Липень,ДП «Бердянський МТП»,3,Інші тарно-штучні вантажі,Навантаження,"0,8",тис. тонн
Бердянський морський порт,2014,Липень,ДП «Бердянський МТП»,4,Вугілля,Навантаження,"22,4",тис. тонн
Бердянський морський порт,2014,Липень,ДП «Бердянський МТП»,4,Кокс,Навантаження,"1,6",тис. тонн
Бердянський морський порт,2014,Липень,ДП «Бердянський МТП»,4,Хлібні - всього,Навантаження,"17,1",тис. тонн
Бердянський морський порт,2014,Липень,ДП «Бердянський МТП»,4,Чорні метали - всього,Навантаження,"2,7",тис. тонн
Бердянський морський порт,2014,Липень,ДП «Бердянський МТП»,5,Кокс,Навантаження,"23,9",тис. тонн
Бердянський морський порт,2014,Липень,ДП «Бердянський МТП»,5,Руда всяка,Навантаження,"9,2",тис. тонн
Бердянський морський порт,2014,Липень,ДП «Бердянський МТП»,5,Хлібні - всього,Навантаження,"5,6",тис. тонн
Бердянський морський порт,2014,Липень,ДП «Бердянський МТП»,7,Хлібні - всього,Навантаження,"24,2",тис. тонн
Бердянський морський порт,2014,Липень,ДП «Бердянський МТП»,8,Кокс,Навантаження,"10,7",тис. тонн
Бердянський морський порт,2014,Липень,ДП «Бердянський МТП»,8,Хлібні - всього,Навантаження,"18,1",тис. тонн
Бердянський морський порт,2014,Серпень,ТОВ «Агро-КЛАСС»,6,Олія,Навантаження,"5,1",тис. тонн
Бердянський морський порт,2014,Серпень,ЗПК «Нова Хортиця»,9,Хлібні - всього,Навантаження,25,тис. тонн
Бердянський морський порт,2014,Серпень,ЗПК «Нова Хортиця»,9,Інші сипучі вантажі,Навантаження,"3,1",тис. тонн
Бердянський морський порт,2014,Серпень,ДП «Бердянський МТП»,1,Будівельні,Навантаження,"12,6",тис. тонн
Бердянський морський порт,2014,Серпень,ДП «Бердянський МТП»,1,Хлібні - всього,Навантаження,"38,2",тис. тонн
Бердянський морський порт,2014,Серпень,ДП «Бердянський МТП»,2,Будівельні,Навантаження,"13,8",тис. тонн
Бердянський морський порт,2014,Серпень,ДП «Бердянський МТП»,2,Хлібні - всього,Навантаження,"44,7",тис. тонн
Бердянський морський порт,2014,Серпень,ДП «Бердянський МТП»,3,Хлібні - всього,Навантаження,"34,8",тис. тонн
Бердянський морський порт,2014,Серпень,ДП «Бердянський МТП»,4,Хлібні - всього,Навантаження,"27,8",тис. тонн
Бердянський морський порт,2014,Серпень,ДП «Бердянський МТП»,4,Чорні метали - всього,Навантаження,"4,9",тис. тонн
Бердянський морський порт,2014,Серпень,ДП «Бердянський МТП»,5,Кокс,Навантаження,"6,1",тис. тонн
Бердянський морський порт,2014,Серпень,ДП «Бердянський МТП»,5,Руда всяка,Навантаження,"26,7",тис. тонн
Бердянський морський порт,2014,Серпень,ДП «Бердянський МТП»,5,Хлібні - всього,Навантаження,"17,6",тис. тонн
Бердянський морський порт,2014,Серпень,ДП «Бердянський МТП»,7,Хлібні - всього,Навантаження,"0,9",тис. тонн
Бердянський морський порт,2014,Серпень,ДП «Бердянський МТП»,7,Руда всяка,Навантаження,"76,1",тис. тонн
Бердянський морський порт,2014,Серпень,ДП «Бердянський МТП»,8,Кокс,Навантаження,"3,7",тис. тонн
Бердянський морський порт,2014,Серпень,ДП «Бердянський МТП»,8,Хлібні - всього,Навантаження,"4,4",тис. тонн
Бердянський морський порт,2014,Серпень,ДП «Бердянський МТП»,8,Руда всяка,Навантаження,"44,9",тис. тонн
Бердянський морський порт,2014,Вересень,ТОВ «Агро-КЛАСС»,6,Олія,Навантаження,"3,2",тис. тонн
Бердянський морський порт,2014,Вересень,ЗПК «Нова Хортиця»,9,Хлібні - всього,Навантаження,"22,1",тис. тонн
Бердянський морський порт,2014,Вересень,ДП «Бердянський МТП»,1,Будівельні,Навантаження,26,тис. тонн
Бердянський морський порт,2014,Вересень,ДП «Бердянський МТП»,1,Хлібні - всього,Навантаження,"38,5",тис. тонн
Бердянський морський порт,2014,Вересень,ДП «Бердянський МТП»,2,Будівельні,Навантаження,"25,5",тис. тонн
Бердянський морський порт,2014,Вересень,ДП «Бердянський МТП»,2,Хлібні - всього,Навантаження,"34,2",тис. тонн
Бердянський морський порт,2014,Вересень,ДП «Бердянський МТП»,3,Будівельні,Навантаження,"5,6",тис. тонн
Бердянський морський порт,2014,Вересень,ДП «Бердянський МТП»,3,Хлібні - всього,Навантаження,"34,6",тис. тонн
Бердянський морський порт,2014,Вересень,ДП «Бердянський МТП»,4,Вугілля,Навантаження,"20,6",тис. тонн
Бердянський морський порт,2014,Вересень,ДП «Бердянський МТП»,4,Хлібні - всього,Навантаження,25,тис. тонн
Бердянський морський порт,2014,Вересень,ДП «Бердянський МТП»,5,Кокс,Навантаження,"6,6",тис. тонн
Бердянський морський порт,2014,Вересень,ДП «Бердянський МТП»,5,Хлібні - всього,Навантаження,"6,1",тис. тонн
Бердянський морський порт,2014,Вересень,ДП «Бердянський МТП»,5,Руда всяка,Навантаження,"51,8",тис. тонн
Бердянський морський порт,2014,Вересень,ДП «Бердянський МТП»,7,Чорні метали - всього,Навантаження,4,тис. тонн
Бердянський морський порт,2014,Вересень,ДП «Бердянський МТП»,7,Руда всяка,Навантаження,"66,1",тис. тонн
Бердянський морський порт,2014,Вересень,ДП «Бердянський МТП»,8,Кокс,Навантаження,"12,1",тис. тонн
Бердянський морський порт,2014,Вересень,ДП «Бердянський МТП»,8,Руда всяка,Навантаження,"72,5",тис. тонн
Бердянський морський порт,2014,Жовтень,ЗПК «Нова Хортиця»,9,Хлібні - всього,Навантаження,20,тис. тонн
Бердянський морський порт,2014,Жовтень,ДП «Бердянський МТП»,1,Хлібні - всього,Навантаження,"36,6",тис. тонн
Бердянський морський порт,2014,Жовтень,ДП «Бердянський МТП»,1,Будівельні,Навантаження,"28,9",тис. тонн
Бердянський морський порт,2014,Жовтень,ДП «Бердянський МТП»,2,Хлібні - всього,Навантаження,"28,2",тис. тонн
Бердянський морський порт,2014,Жовтень,ДП «Бердянський МТП»,2,Будівельні,Навантаження,"11,7",тис. тонн
Бердянський морський порт,2014,Жовтень,ДП «Бердянський МТП»,3,Хлібні - всього,Навантаження,"21,3",тис. тонн
Бердянський морський порт,2014,Жовтень,ДП «Бердянський МТП»,3,Вугілля,Навантаження,"2,9",тис. тонн
Бердянський морський порт,2014,Жовтень,ДП «Бердянський МТП»,3,Будівельні,Навантаження,38,тис. тонн
Бердянський морський порт,2014,Жовтень,ДП «Бердянський МТП»,4,Хлібні - всього,Навантаження,"34,9",тис. тонн
Бердянський морський порт,2014,Жовтень,ДП «Бердянський МТП»,4,Будівельні,Навантаження,"3,5",тис. тонн
Бердянський морський порт,2014,Жовтень,ДП «Бердянський МТП»,5,Кокс,Навантаження,"11,1",тис. тонн
Бердянський морський порт,2014,Жовтень,ДП «Бердянський МТП»,5,Хлібні - всього,Навантаження,"6,6",тис. тонн
Бердянський морський порт,2014,Жовтень,ДП «Бердянський МТП»,5,Руда всяка,Навантаження,"59,6",тис. тонн
Бердянський морський порт,2014,Жовтень,ДП «Бердянський МТП»,7,Нафтопродукти,Розвантаження,"2,8",тис. тонн
Бердянський морський порт,2014,Жовтень,ДП «Бердянський МТП»,7,Вугілля,Навантаження,"2,5",тис. тонн
Бердянський морський порт,2014,Жовтень,ДП «Бердянський МТП»,7,Руда всяка,Навантаження,"59,9",тис. тонн
Бердянський морський порт,2014,Жовтень,ДП «Бердянський МТП»,8,Хлібні - всього,Навантаження,2,тис. тонн
Бердянський морський порт,2014,Жовтень,ДП «Бердянський МТП»,8,Руда всяка,Навантаження,"54,1",тис. тонн
Бердянський морський порт,2014,Жовтень,ДП «Бердянський МТП»,8,Вугілля,Навантаження,5,тис. тонн
Бердянський морський порт,2014,Листопад,ЗПК «Нова Хортиця»,9,Хлібні - всього,Навантаження,"23,9",тис. тонн
Бердянський морський порт,2014,Листопад,ДП «Бердянський МТП»,1,Будівельні,Навантаження,"27,2",тис. тонн
Бердянський морський порт,2014,Листопад,ДП «Бердянський МТП»,1,Чорні метали - всього,Навантаження,"10,3",тис. тонн
Бердянський морський порт,2014,Листопад,ДП «Бердянський МТП»,2,Будівельні,Навантаження,"26,7",тис. тонн
Бердянський морський порт,2014,Листопад,ДП «Бердянський МТП»,2,Хлібні - всього,Навантаження,"28,1",тис. тонн
Бердянський морський порт,2014,Листопад,ДП «Бердянський МТП»,3,Будівельні,Навантаження,"57,8",тис. тонн
Бердянський морський порт,2014,Листопад,ДП «Бердянський МТП»,3,Хлібні - всього,Навантаження,"9,6",тис. тонн
Бердянський морський порт,2014,Листопад,ДП «Бердянський МТП»,4,Будівельні,Навантаження,"20,1",тис. тонн
Бердянський морський порт,2014,Листопад,ДП «Бердянський МТП»,4,Хлібні - всього,Навантаження,10,тис. тонн
Бердянський морський порт,2014,Листопад,ДП «Бердянський МТП»,5,Кокс,Навантаження,"3,3",тис. тонн
Бердянський морський порт,2014,Листопад,ДП «Бердянський МТП»,5,Хлібні - всього,Навантаження,"3,2",тис. тонн
Бердянський морський порт,2014,Листопад,ДП «Бердянський МТП»,5,Руда всяка,Навантаження,"51,1",тис. тонн
Бердянський морський порт,2014,Листопад,ДП «Бердянський МТП»,7,Руда всяка,Навантаження,"74,9",тис. тонн
Бердянський морський порт,2014,Листопад,ДП «Бердянський МТП»,8,Хлібні - всього,Навантаження,"9,4",тис. тонн
Бердянський морський порт,2014,Листопад,ДП «Бердянський МТП»,8,Руда всяка,Навантаження,"49,3",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,4,Чорні метали - всього,Навантаження,"3,064",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,6,Будівельні,Навантаження,"1,384",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,6,Чорні метали - всього,Навантаження,"0,198",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,7,Інші тарно-штучні вантажі,Навантаження,"4,665",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,8,Будівельні,Навантаження,"1,315",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,8,Олія,Навантаження,"2,501",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,8,Чорні метали - всього,Розвантаження,"4,081",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,8,Інші тарно-штучні вантажі,Навантаження,"3,235",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,12,Вугілля,Навантаження,"11,249",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,13,Вугілля,Навантаження,"21,251",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,14,Чорні метали - всього,Навантаження,"8,488",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,14,Вугілля,Навантаження,"6,487",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,16,Руда всяка,Навантаження,"1,4",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,16,Вугілля,Навантаження,"22,675",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,17,Вугілля,Навантаження,"38,103",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,18,Руда всяка,Навантаження,"24,601",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,20,Вугілля,Навантаження,"5,152",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,21,Руда всяка,Навантаження,"2,75",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,21,Вугілля,Навантаження,"35,871",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,22,Руда всяка,Навантаження,"5,5",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,22,Чорні метали - всього,Навантаження,"2,194",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,22,Вугілля,Навантаження,"1,754",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,23,Руда всяка,Навантаження,"21,648",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,24,Вугілля,Навантаження,"1,081",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,25,"Хімічні, мінеральні добрива (сипучі)",Навантаження,"7,883",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,25,Інші сипучі вантажі,Навантаження,"0,1",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ДП «Ізмаїльський МТП»,26,"Хімічні, мінеральні добрива (сипучі)",Навантаження,"1,44",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ТОВ «Агенція Трайтон Сервіс Україна»,"ТОВ ""Трайтон""",Нафтопродукти,Навантаження,"0,62",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ТОВ «Агенція Трайтон Сервіс Україна»,"ТОВ ""Трайтон""",Нафтопродукти,Розвантаження,"2,05",тис. тонн
Ізмаїльський морський порт,2014,Листопад,ТОВ «Ньюeнерджи»,"ТОВ ""Ньюенерджі""",Будівельні,Розвантаження,"0,62",тис. тонн
Ізмаїльський морський порт,2014,Жовтень,ТОВ «Ізмаїльський елеватор»,4,Чорні метали - всього,Навантаження,"6,334",тис. тонн
Ізмаїльський морський порт,2014,Жовтень,ТОВ «Ізмаїльський елеватор»,5,Чорні метали - всього,Розвантаження,"0,89",тис. тонн
Ізмаїльський морський порт,2014,Жовтень,ТОВ «Ізмаїльський елеватор»,5,Будівельні,Навантаження,"4,55",тис. тонн
Ізмаїльський морський порт,2014,Жовтень,ТОВ «Ізмаїльський елеватор»,6,Інші тарно-штучні вантажі,Навантаження,"0,062",тис. тонн
Ізмаїльський морський порт,2014,Жовтень,ТОВ «Ізмаїльський елеватор»,6,Продовольчі вантажі - всього,Навантаження,"0,631",тис. тонн
Ізмаїльський морський порт,2014,Жовтень,ТОВ «Ізмаїльський елеватор»,7,Хлібні - всього,Навантаження,"11,558",тис. тонн
Ізмаїльський морський порт,2014,Жовтень,ТОВ «Ізмаїльський елеватор»,7,Чорні метали - всього,Навантаження,"1,285",тис. тонн
Ізмаїльський морський порт,2014,Жовтень,ТОВ «Ізмаїльський елеватор»,7,Інші тарно-штучні вантажі,Навантаження,"3,356",тис. тонн
Ізмаїльський морський порт,2014,Жовтень,ТОВ «Ізмаїльський елеватор»,8,Олія,Навантаження,"8,17",тис. тонн
Ізмаїльський морський порт,2014,Жовтень,ТОВ «Ізмаїльський елеватор»,8,Чорні метали - всього,Навантаження,"2,857",тис. тонн
Ізмаїльський морський порт,2014,Жовтень,ТОВ «Ізмаїльський елеватор»,8,Інші тарно-штучні вантажі,Розвантаження,"1,582",тис. тонн
Ізмаїльський морський порт,2014,Жовтень,ТОВ «Ізмаїльський елеватор»,12,Будівельні,Розвантаження,"8,211",тис. тонн
Ізмаїльський морський порт,2014,Жовтень,ТОВ «Ізмаїльський елеватор»,12,Вугілля,Навантаження,"22,5",тис. тонн
Ізмаїльський морський порт,2014,Жовтень,ТОВ «Ізмаїльський елеватор»,13,Вугілля,Навантаження,"12,5",тис. тонн
Ізмаїльський морський порт,2014,Жовтень,ТОВ «Ізмаїльський елеватор»,14,Інші сипучі вантажі,Навантаження,"2,283",тис. тонн
Ізмаїльський морський порт,2014,Жовтень,ТОВ «Ізмаїльський елеватор»,14,Вугілля,Навантаження,"1,5",тис. тонн
Ізмаїльський морський порт,2014,Жовтень,ТОВ «Ізмаїльський елеватор»,16,Кокс,Навантаження,"3,875",тис. тонн
Ізмаїльський морський порт,2014,Жовтень,ТОВ «Ізмаїльський елеватор»,16,Руда всяка,Навантаження,"3,768",тис. тонн
