Назва морського порту,Рік,Місяць,Портовий оператор,"Причал, номер",Вид вантажу,Напрямок,Обсяг переробленного вантажу,Одиниця виміру
Бердянський морський порт,2013,Серпень,ТОВ «Агро-КЛАСС»,6,Олія,Навантаження,"28,5",тис. тонн
Бердянський морський порт,2013,Серпень,ЗПК «Нова Хортиця»,9,Хлібні - всього,Навантаження,"29,1",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,1,Будівельні,Розвантаження,"3,2",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,1,Хлібні - всього,Навантаження,"34,4",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,1,Чорні метали - всього,Навантаження,"14,7",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,2,Чорні метали - всього,Розвантаження,3,тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,2,Хлібні - всього,Навантаження,"36,2",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,2,Будівельні,Навантаження,12,тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,3,Інші тарно-штучні вантажі,Розвантаження,"0,9",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,3,Кокс,Навантаження,"5,5",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,4,Вугілля,Навантаження,"3,5",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,4,Чорні метали - всього,Навантаження,"2,2",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,5,Чорні метали - всього,Розвантаження,"1,5",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,5,Хлібні - всього,Навантаження,"6,3",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,5,Вугілля,Навантаження,"16,3",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,5,Кокс,Навантаження,"27,1",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,7,Нафтопродукти,Розвантаження,"12,6",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,7,Хлібні - всього,Навантаження,"5,8",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,7,Вугілля,Навантаження,"10,2",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,7,Чорні метали - всього,Навантаження,"9,7",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,8,Чорні метали - всього,Розвантаження,"1,1",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,8,Хлібні - всього,Навантаження,"6,1",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,8,Вугілля,Навантаження,"14,3",тис. тонн
Бердянський морський порт,2013,Серпень,ДП «Бердянський МТП»,8,Кокс,Навантаження,"10,6",тис. тонн
Бердянський морський порт,2013,Липень,ТОВ «Агро-КЛАСС»,6,Олія,Навантаження,"9,6",тис. тонн
Бердянський морський порт,2013,Липень,ЗПК «Нова Хортиця»,9,Хлібні - всього,Навантаження,"21,8",тис. тонн
Бердянський морський порт,2013,Липень,ДП «Бердянський МТП»,1,Чорні метали - всього,Розвантаження,"3,3",тис. тонн
Бердянський морський порт,2013,Липень,ДП «Бердянський МТП»,1,Хлібні - всього,Навантаження,"8,3",тис. тонн
Бердянський морський порт,2013,Липень,ДП «Бердянський МТП»,2,Чорні метали - всього,Розвантаження,"2,9",тис. тонн
Бердянський морський порт,2013,Липень,ДП «Бердянський МТП»,2,Інші тарно-штучні вантажі,Розвантаження,"3,2",тис. тонн
Бердянський морський порт,2013,Липень,ДП «Бердянський МТП»,2,Хлібні - всього,Навантаження,"14,6",тис. тонн
Бердянський морський порт,2013,Липень,ДП «Бердянський МТП»,3,Хлібні - всього,Навантаження,"1,2",тис. тонн
Бердянський морський порт,2013,Липень,ДП «Бердянський МТП»,4,Вугілля,Навантаження,"10,1",тис. тонн
Бердянський морський порт,2013,Липень,ДП «Бердянський МТП»,5,Кокс,Навантаження,"12,4",тис. тонн
Бердянський морський порт,2013,Липень,ДП «Бердянський МТП»,7,Нафтопродукти,Розвантаження,"2,9",тис. тонн
Бердянський морський порт,2013,Липень,ДП «Бердянський МТП»,7,Чорні метали - всього,Навантаження,"15,1",тис. тонн
Бердянський морський порт,2013,Липень,ДП «Бердянський МТП»,8,Вугілля,Навантаження,"9,5",тис. тонн
Бердянський морський порт,2013,Вересень,ТОВ «Агро-КЛАСС»,6,Олія,Навантаження,6,тис. тонн
Бердянський морський порт,2013,Вересень,ЗПК «Нова Хортиця»,9,Хлібні - всього,Навантаження,"18,9",тис. тонн
Бердянський морський порт,2013,Вересень,ЗПК «Нова Хортиця»,9,Інші сипучі вантажі,Навантаження,"4,5",тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,1,Чорні метали - всього,Розвантаження,"1,1",тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,1,Хлібні - всього,Навантаження,"30,4",тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,1,Чорні метали - всього,Навантаження,"9,9",тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,2,Чорні метали - всього,Розвантаження,3,тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,2,Хлібні - всього,Навантаження,"31,3",тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,3,Інші тарно-штучні вантажі,Розвантаження,"0,7",тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,3,Хлібні - всього,Навантаження,8,тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,3,Вугілля,Навантаження,"19,3",тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,3,Інші тарно-штучні вантажі,Навантаження,"0,4",тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,3,Автотехніка й сільгосптехніка,Навантаження,"1,1",тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,4,Чорні метали - всього,Розвантаження,"1,4",тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,4,Чорні метали - всього,Навантаження,"1,7",тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,5,Хлібні - всього,Навантаження,"26,5",тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,5,Кокс,Навантаження,"1,5",тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,7,Нафтопродукти,Розвантаження,"12,4",тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,7,Хлібні - всього,Навантаження,"0,7",тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,7,Чорні метали - всього,Навантаження,18,тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,8,Хлібні - всього,Навантаження,"3,9",тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,8,Вугілля,Навантаження,"35,1",тис. тонн
Бердянський морський порт,2013,Вересень,ДП «Бердянський МТП»,3,Кокс,Навантаження,"5,3",тис. тонн
Бердянський морський порт,2013,Жовтень,ТОВ «Агро-КЛАСС»,6,Олія,Навантаження,"15,4",тис. тонн
Бердянський морський порт,2013,Жовтень,ЗПК «Нова Хортиця»,9,Хлібні - всього,Навантаження,"17,1",тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,1,Чорні метали - всього,Розвантаження,"4,5",тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,1,Хлібні - всього,Навантаження,"33,5",тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,1,Чорні метали - всього,Навантаження,10,тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,1,Автотехніка й сільгосптехніка,Навантаження,"0,4",тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,2,Інші тарно-штучні вантажі,Розвантаження,"1,7",тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,2,Хлібні - всього,Навантаження,"10,9",тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,2,Будівельні,Навантаження,"14,2",тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,3,Хлібні - всього,Навантаження,"3,8",тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,3,Кокс,Навантаження,"10,3",тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,3,Вугілля,Навантаження,"8,9",тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,3,Хім. та мін. добрива (тарно-штучні),Навантаження,"0,6",тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,4,Хлібні - всього,Навантаження,7,тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,4,Чорні метали - всього,Навантаження,1,тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,5,Хлібні - всього,Навантаження,"14,8",тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,5,Вугілля,Навантаження,5,тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,7,Нафтопродукти,Розвантаження,"2,4",тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,7,Хлібні - всього,Навантаження,"11,8",тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,7,Чорні метали - всього,Навантаження,"5,3",тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,8,Хлібні - всього,Навантаження,"5,9",тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,8,Вугілля,Навантаження,"17,8",тис. тонн
Бердянський морський порт,2013,Жовтень,ДП «Бердянський МТП»,8,Кокс,Навантаження,"22,7",тис. тонн
Бердянський морський порт,2013,Листопад,ЗПК «Нова Хортиця»,9,Хлібні - всього,Навантаження,"12,4",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,1,Хлібні - всього,Навантаження,"3,9",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,1,Чорні метали - всього,Навантаження,"22,3",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,2,Руда всяка,Розвантаження,"0,2",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,2,Чорні метали - всього,Розвантаження,"3,1",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,2,Інші тарно-штучні вантажі,Розвантаження,"3,4",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,2,Кокс,Навантаження,"3,2",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,2,Хлібні - всього,Навантаження,"17,3",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,3,Чорні метали - всього,Розвантаження,"1,6",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,3,Вугілля,Навантаження,"22,2",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,3,Кокс,Навантаження,"5,3",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,3,Хлібні - всього,Навантаження,"3,5",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,4,Хлібні - всього,Навантаження,"16,2",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,4,Чорні метали - всього,Навантаження,"2,7",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,5,Вугілля,Навантаження,"7,4",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,5,Кокс,Навантаження,"18,9",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,5,Хлібні - всього,Навантаження,"22,2",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,7,Вугілля,Навантаження,"2,8",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,7,Кокс,Навантаження,"5,8",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,7,Хлібні - всього,Навантаження,"4,1",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,7,Чорні метали - всього,Навантаження,"5,2",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,8,Вугілля,Навантаження,"23,6",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,8,Кокс,Навантаження,"1,8",тис. тонн
Бердянський морський порт,2013,Листопад,ДП «Бердянський МТП»,8,Хлібні - всього,Навантаження,"20,7",тис. тонн
Бердянський морський порт,2013,Грудень,ТОВ «Агро-КЛАСС»,6,Олія,Навантаження,"6,3",тис. тонн
Бердянський морський порт,2013,Грудень,ЗПК «Нова Хортиця»,9,Олія,Навантаження,"11,4",тис. тонн
Бердянський морський порт,2013,Грудень,ДП «Бердянський МТП»,1,Хлібні - всього,Навантаження,"18,2",тис. тонн
Бердянський морський порт,2013,Грудень,ДП «Бердянський МТП»,1,Чорні метали - всього,Навантаження,"33,5",тис. тонн
Бердянський морський порт,2013,Грудень,ДП «Бердянський МТП»,2,Руда всяка,Розвантаження,"2,3",тис. тонн
Бердянський морський порт,2013,Грудень,ДП «Бердянський МТП»,2,Чорні метали - всього,Розвантаження,"1,7",тис. тонн
Бердянський морський порт,2013,Грудень,ДП «Бердянський МТП»,2,Хлібні - всього,Навантаження,"30,3",тис. тонн
Бердянський морський порт,2013,Грудень,ДП «Бердянський МТП»,3,Вугілля,Навантаження,"0,2",тис. тонн
Бердянський морський порт,2013,Грудень,ДП «Бердянський МТП»,3,Кокс,Навантаження,"4,5",тис. тонн
Бердянський морський порт,2013,Грудень,ДП «Бердянський МТП»,3,Хлібні - всього,Навантаження,"7,9",тис. тонн
Бердянський морський порт,2013,Грудень,ДП «Бердянський МТП»,3,Хім. та мін. добрива (тарно-штучні),Навантаження,"0,6",тис. тонн
Бердянський морський порт,2013,Грудень,ДП «Бердянський МТП»,4,Вугілля,Навантаження,"5,4",тис. тонн
Бердянський морський порт,2013,Грудень,ДП «Бердянський МТП»,4,Хлібні - всього,Навантаження,"3,6",тис. тонн
Бердянський морський порт,2013,Грудень,ДП «Бердянський МТП»,4,Чорні метали - всього,Навантаження,"2,8",тис. тонн
Бердянський морський порт,2013,Грудень,ДП «Бердянський МТП»,5,Вугілля,Навантаження,"3,1",тис. тонн
Бердянський морський порт,2013,Грудень,ДП «Бердянський МТП»,5,Кокс,Навантаження,"4,7",тис. тонн
Бердянський морський порт,2013,Грудень,ДП «Бердянський МТП»,5,Хлібні - всього,Навантаження,"26,9",тис. тонн
Бердянський морський порт,2013,Грудень,ДП «Бердянський МТП»,7,Чорні метали - всього,Навантаження,40,тис. тонн
Бердянський морський порт,2013,Грудень,ДП «Бердянський МТП»,8,Чорні метали - всього,Розвантаження,"1,5",тис. тонн
Бердянський морський порт,2013,Грудень,ДП «Бердянський МТП»,8,Хлібні - всього,Навантаження,"23,7",тис. тонн
Бердянський морський порт,2013,Грудень,ДП «Бердянський МТП»,8,Вугілля,Навантаження,3,тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,4,Чорні метали - всього,Навантаження,"1,121",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,4,Інші тарно-штучні вантажі,Розвантаження,"0,784",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,4,Хім. та мін. добрива (тарно-штучні),Навантаження,"3,27",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,5,Чорні метали - всього,Розвантаження,"0,694",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,5,Хім. та мін. добрива (тарно-штучні),Розвантаження,"1,253",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,5,Будівельні,Навантаження,"3,605",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,7,Чорні метали - всього,Розвантаження,"1,314",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,7,Інші тарно-штучні вантажі,Навантаження,"7,595",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,7,Інші тарно-штучні вантажі,Розвантаження,"0,717",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,7,Продовольчі вантажі - всього,Навантаження,"0,735",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,7,Вугілля,Навантаження,5,тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,8,Хлібні - всього,Навантаження,"2,907",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,8,Олія,Навантаження,"6,062",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,8,Чорні метали - всього,Навантаження,"5,848",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,8,Інші тарно-штучні вантажі,Навантаження,"4,161",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,8,Інші тарно-штучні вантажі,Розвантаження,"1,533",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,8,Хім. та мін. добрива (тарно-штучні),Розвантаження,"1,024",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,13,Вугілля,Навантаження,"27,506",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,14,Чорні метали - всього,Навантаження,"12,708",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,14,Вугілля,Навантаження,"1,445",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,14,"Хімічні, мінеральні добрива (сипучі)",Навантаження,"2,503",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,16,Кокс,Навантаження,"1,011",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,16,Вугілля,Навантаження,"29,469",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,17,Вугілля,Навантаження,"23,046",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,18,Руда всяка,Навантаження,"5,307",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,19,Вугілля,Навантаження,"10,169",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,20,Кокс,Навантаження,"1,448",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,20,Руда всяка,Навантаження,"28,534",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,20,Вугілля,Навантаження,"1,378",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,21,Вугілля,Навантаження,"6,518",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,22,Кокс,Навантаження,"8,683",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,22,Чорні метали - всього,Навантаження,"2,336",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,22,Вугілля,Навантаження,"8,729",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,22,Руда всяка,Навантаження,"7,249",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,24,Вугілля,Навантаження,"18,818",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,25,Чорні метали - всього,Навантаження,"12,089",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,25,"Хімічні, мінеральні добрива (сипучі)",Навантаження,"13,463",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,26,Вугілля,Навантаження,"1,027",тис. тонн
Ізмаїльський морський порт,2013,Грудень,ДП «Ізмаїльський МТП»,26,"Хімічні, мінеральні добрива (сипучі)",Навантаження,"1,634",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,4,Чорні метали - всього,Розвантаження,"3,059",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,4,Інші тарно-штучні вантажі,Розвантаження,"0,74",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,4,Хім. та мін. добрива (тарно-штучні),Навантаження,"1,259",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,5,Будівельні,Навантаження,"4,545",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,6,Інші тарно-штучні вантажі,Навантаження,"0,06",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,6,Хім. та мін. добрива (тарно-штучні),Навантаження,"3,604",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,7,Хлібні - всього,Навантаження,"3,055",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,7,Інші тарно-штучні вантажі,Навантаження,"3,849",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,7,Інші тарно-штучні вантажі,Розвантаження,"0,762",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,8,Олія,Навантаження,"9,078",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,8,Чорні метали - всього,Навантаження,"5,127",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,8,Інші тарно-штучні вантажі,Розвантаження,"0,762",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,8,Хім. та мін. добрива (тарно-штучні),Навантаження,"1,199",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,12,Вугілля,Навантаження,"2,5",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,13,Вугілля,Навантаження,25,тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,14,Вугілля,Навантаження,"2,501",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,14,Інші сипучі вантажі,Навантаження,"0,617",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,16,Вугілля,Навантаження,"38,504",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,17,Вугілля,Навантаження,"22,311",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,18,Руда всяка,Навантаження,"31,266",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,19,Вугілля,Навантаження,"11,842",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,20,Руда всяка,Навантаження,"38,672",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,21,Кокс,Навантаження,"1,6",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,21,Вугілля,Навантаження,"9,601",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,22,Руда всяка,Навантаження,"9,133",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,22,Чорні метали - всього,Навантаження,"2,065",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,22,Вугілля,Навантаження,"13,462",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,23,Руда всяка,Навантаження,"16,316",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,24,Вугілля,Навантаження,"17,629",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,25,Чорні метали - всього,Навантаження,"2,14",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,25,Інші сипучі вантажі,Навантаження,"0,328",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,25,"Хімічні, мінеральні добрива (сипучі)",Навантаження,"4,284",тис. тонн
Ізмаїльський морський порт,2013,Листопад,ДП «Ізмаїльський МТП»,26,Чорні метали - всього,Навантаження,"3,128",тис. тонн
Ізмаїльський морський порт,2013,Жовтень,ДП «Ізмаїльський МТП»,4,Чорні метали - всього,Навантаження,"4,203",тис. тонн
Ізмаїльський морський порт,2013,Жовтень,ДП «Ізмаїльський МТП»,4,Інші тарно-штучні вантажі,Розвантаження,"0,745",тис. тонн
Ізмаїльський морський порт,2013,Жовтень,ДП «Ізмаїльський МТП»,5,Інші сипучі вантажі,Навантаження,"2,051",тис. тонн
Ізмаїльський морський порт,2013,Жовтень,ДП «Ізмаїльський МТП»,6,Інші тарно-штучні вантажі,Розвантаження,"0,744",тис. тонн
Ізмаїльський морський порт,2013,Жовтень,ДП «Ізмаїльський МТП»,7,Чорні метали - всього,Навантаження,"1,035",тис. тонн
Ізмаїльський морський порт,2013,Жовтень,ДП «Ізмаїльський МТП»,7,Інші тарно-штучні вантажі,Розвантаження,"1,744",тис. тонн
Ізмаїльський морський порт,2013,Жовтень,ДП «Ізмаїльський МТП»,7,Інші сипучі вантажі,Розвантаження,"1,142",тис. тонн
Ізмаїльський морський порт,2013,Жовтень,ДП «Ізмаїльський МТП»,8,Олія,Навантаження,"2,954",тис. тонн
Ізмаїльський морський порт,2013,Жовтень,ДП «Ізмаїльський МТП»,8,Чорні метали - всього,Навантаження,"3,405",тис. тонн
Ізмаїльський морський порт,2013,Жовтень,ДП «Ізмаїльський МТП»,8,Інші тарно-штучні вантажі,Розвантаження,"1,495",тис. тонн
Ізмаїльський морський порт,2013,Жовтень,ДП «Ізмаїльський МТП»,12,Вугілля,Навантаження,"14,009",тис. тонн
Ізмаїльський морський порт,2013,Жовтень,ДП «Ізмаїльський МТП»,13,Чорні метали - всього,Навантаження,"1,436",тис. тонн
Ізмаїльський морський порт,2013,Жовтень,ДП «Ізмаїльський МТП»,13,Вугілля,Навантаження,"9,13",тис. тонн
Ізмаїльський морський порт,2013,Жовтень,ДП «Ізмаїльський МТП»,13,"Хімічні, мінеральні добрива (сипучі)",Навантаження,"1,19",тис. тонн
Ізмаїльський морський порт,2013,Жовтень,ДП «Ізмаїльський МТП»,16,Вугілля,Навантаження,"30,853",тис. тонн
Ізмаїльський морський порт,2013,Жовтень,ДП «Ізмаїльський МТП»,17,Руда всяка,Навантаження,"1,3",тис. тонн
Ізмаїльський морський порт,2013,Жовтень,ДП «Ізмаїльський МТП»,17,Вугілля,Навантаження,"44,25",тис. тонн
