port,year,month,operator,bert,shipment,direction,value
Ізмаїльський морський порт,2015,Березень,ТОВ «Ізмаїльський елеватор»,3,Хлібні - всього,Навантаження,5.6
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,4,Чорні метали - всього,Навантаження,3.2
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,5,Чорні метали - всього,Навантаження,1.083
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,5,Будівельні,Навантаження,7.08
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,7,Будівельні,Навантаження,5.82
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,7,Руда всяка,Навантаження,10.368
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,8,Чорні метали - всього,Навантаження,10.786
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,12,Вугілля,Навантаження,25.002
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,14,Руда всяка,Навантаження,28.759
Ізмаїльський морський порт,2015,Квітень,ДП «Ізмаїльський МТП»,16,Кокс,Навантаження,1.5
