Назва морського порту,Рік,Місяць,Портовий оператор,"Причал, номер",Вид вантажу,Напрямок,Обсяг переробленного вантажу,Одиниця виміру
Херсонський морський порт,2015,Травень,ГВСП Термінал ПАТ ХСЗ,1,Інші тарно-штучні вантажі,Розвантаження,"3,09",тис. тонн
Херсонський морський порт,2015,Травень,ГВСП Термінал ПАТ ХСЗ,1,Контейнери (тис. тонн),Розвантаження,"0,169",тис. тонн
Херсонський морський порт,2015,Травень,ГВСП Термінал ПАТ ХСЗ,1,Лісні вантажі,Навантаження,"13,979",тис. тонн
Херсонський морський порт,2015,Травень,"ХДЗ ""Палада""",1,Лісні вантажі,Навантаження,"2,925",тис. тонн
Херсонський морський порт,2015,Травень,"ХДЗ ""Палада""",1,Цемент (в тарі),Розвантаження,"3,002",тис. тонн
Херсонський морський порт,2015,Травень,"ХДЗ ""Палада""",1,Інші тарно-штучні вантажі,Розвантаження,"0,544",тис. тонн
Херсонський морський порт,2015,Травень,"ХДЗ ""Палада""",1,Контейнери (тис. тонн),Розвантаження,"0,322",тис. тонн
Херсонський морський порт,2015,Травень,"ХДЗ ""Палада""",1,Інші тарно-штучні вантажі,Навантаження,"0,574",тис. тонн
Херсонський морський порт,2015,Травень,"ХДЗ ""Палада""",1,Інші сипучі вантажі,Навантаження,"20,54",тис. тонн
Херсонський морський порт,2015,Травень,"ХДЗ ""Палада""",1,Хлібні - всього,Навантаження,"14,351",тис. тонн
Херсонський морський порт,2015,Травень,"ХДЗ ""Палада""",1,Автотехніка й сільгосптехніка,Навантаження,"0,872",тис. тонн
Херсонський морський порт,2015,Травень,ДП «Херсонський МТП»,4,Чорні метали - всього,Навантаження,8,тис. тонн
Херсонський морський порт,2015,Лютий,ДП «Херсонський МТП»,2,Чорні метали - всього,Навантаження,"1,332",тис. тонн
Херсонський морський порт,2015,Лютий,ДП «Херсонський МТП»,3,Хлібні - всього,Навантаження,"7,633",тис. тонн
Херсонський морський порт,2015,Лютий,ДП «Херсонський МТП»,3,Інші сипучі вантажі,Навантаження,"21,309",тис. тонн
Херсонський морський порт,2015,Лютий,ДП «Херсонський МТП»,4,Інші сипучі вантажі,Навантаження,"16,756",тис. тонн
Херсонський морський порт,2015,Лютий,ДП «Херсонський МТП»,4,Чорні метали - всього,Навантаження,"9,033",тис. тонн
Херсонський морський порт,2015,Лютий,ДП «Херсонський МТП»,4,Хлібні - всього,Навантаження,"6,774",тис. тонн
Херсонський морський порт,2015,Лютий,ДП «Херсонський МТП»,5,"Хімічні, мінеральні добрива (сипучі)",Навантаження,13,тис. тонн
Херсонський морський порт,2015,Лютий,ДП «Херсонський МТП»,5,Вугілля,Розвантаження,"9,351",тис. тонн
Херсонський морський порт,2015,Лютий,ДП «Херсонський МТП»,5,Руда всяка,Навантаження,"9,442",тис. тонн
Херсонський морський порт,2015,Лютий,ДП «Херсонський МТП»,2,Хлібні - всього,Навантаження,"4,213",тис. тонн
Херсонський морський порт,2015,Лютий,ДП «Херсонський МТП»,5,Чорні метали - всього,Навантаження,"10,328",тис. тонн
Херсонський морський порт,2015,Лютий,ДП «Херсонський МТП»,5,Кокс,Навантаження,"5,359",тис. тонн
Херсонський морський порт,2015,Лютий,ДП «Херсонський МТП»,5,Інші сипучі вантажі,Навантаження,"3,042",тис. тонн
Херсонський морський порт,2015,Лютий,ДП «Херсонський МТП»,5,Інші сипучі вантажі,Розвантаження,"8,486",тис. тонн
Херсонський морський порт,2015,Лютий,ДП «Херсонський МТП»,1,Інші сипучі вантажі,Навантаження,"12,11",тис. тонн
Херсонський морський порт,2015,Лютий,Компанія «Дніпро Карго Лімітед»,6,Інші сипучі вантажі,Навантаження,"22,907",тис. тонн
Херсонський морський порт,2015,Лютий,ПАТ «Херсонський КХП»,8,Хлібні - всього,Розвантаження,"6,027",тис. тонн
Херсонський морський порт,2015,Лютий,ПАТ «Херсонський КХП»,9,Хлібні - всього,Навантаження,"11,952",тис. тонн
Херсонський морський порт,2015,Лютий,ПАТ «Херсонський КХП»,9,Інші сипучі вантажі,Навантаження,"6,05",тис. тонн
Херсонський морський порт,2015,Лютий,"ТОВ ""Вторметекспорт""",1,Чорні метали - всього,Навантаження,"2,667",тис. тонн
Херсонський морський порт,2015,Лютий,"ТОВ ""Вторметекспорт""",1,Хлібні - всього,Навантаження,"2,7",тис. тонн
Херсонський морський порт,2015,Лютий,"ПрАТ ""Дніпровський термінал""",1днепровский терминал,Чорні метали - всього,Навантаження,"2,79",тис. тонн
Херсонський морський порт,2015,Лютий,ГВСП Термінал ПАТ ХСЗ,1,Лісні вантажі,Навантаження,"5,277",тис. тонн
Херсонський морський порт,2015,Лютий,"ПрАТ ""Дніпровський термінал""",1днепровский терминал,Хлібні - всього,Навантаження,"9,02",тис. тонн
Херсонський морський порт,2015,Лютий,"ПрАТ ""Дніпровський термінал""",1днепровский терминал,Інші сипучі вантажі,Навантаження,"4,428",тис. тонн
Херсонський морський порт,2015,Лютий,"ХДЗ ""Палада""",1,Інші тарно-штучні вантажі,Розвантаження,"3,875",тис. тонн
Херсонський морський порт,2015,Лютий,"ХДЗ ""Палада""",1,Інші сипучі вантажі,Навантаження,"6,796",тис. тонн
Херсонський морський порт,2015,Лютий,"ХДЗ ""Палада""",1,Інші сипучі вантажі,Навантаження,"7,365",тис. тонн
Херсонський морський порт,2015,Лютий,"ХДЗ ""Палада""",1,Хлібні - всього,Навантаження,"17,523",тис. тонн
Херсонський морський порт,2015,Лютий,"ХДЗ ""Палада""",1,Хлібні - всього,Навантаження,"1,5",тис. тонн
Херсонський морський порт,2015,Лютий,"ХДЗ ""Палада""",1,Лісні вантажі,Навантаження,"0,968",тис. тонн
Херсонський морський порт,2015,Лютий,"ПАТ СК ""Укррічфлот"" ""ХРП"" (з 2013р., причали ХМТП)",1,Інші тарно-штучні вантажі,Навантаження,"3,039",тис. тонн
Херсонський морський порт,2015,Лютий,"ПАТ СК ""Укррічфлот"" ""ХРП"" (з 2013р., причали ХМТП)",1,Чорні метали - всього,Навантаження,"61,901",тис. тонн
Херсонський морський порт,2015,Лютий,ГВСП Термінал ПАТ ХСЗ,1,Інші тарно-штучні вантажі,Розвантаження,"2,855",тис. тонн
Херсонський морський порт,2015,Лютий,ГВСП Термінал ПАТ ХСЗ,1,Контейнери (тис. тонн),Розвантаження,"0,659",тис. тонн
Херсонський морський порт,2015,Березень,ДП «Херсонський МТП»,3,Хлібні - всього,Навантаження,"3,555",тис. тонн
Херсонський морський порт,2015,Березень,ДП «Херсонський МТП»,3,Хім. та мін. добрива (тарно-штучні),Розвантаження,"2,801",тис. тонн
Херсонський морський порт,2015,Березень,ДП «Херсонський МТП»,3,Інші сипучі вантажі,Навантаження,"9,425",тис. тонн
Херсонський морський порт,2015,Березень,ДП «Херсонський МТП»,4,Інші сипучі вантажі,Навантаження,"9,117",тис. тонн
Херсонський морський порт,2015,Березень,ДП «Херсонський МТП»,4,Хлібні - всього,Навантаження,"6,49",тис. тонн
Херсонський морський порт,2015,Березень,ДП «Херсонський МТП»,5,Інші сипучі вантажі,Навантаження,"8,425",тис. тонн
Херсонський морський порт,2015,Березень,ДП «Херсонський МТП»,5,Чорні метали - всього,Навантаження,"12,936",тис. тонн
Херсонський морський порт,2015,Березень,ДП «Херсонський МТП»,5,Лісні вантажі,Навантаження,"1,932",тис. тонн
Херсонський морський порт,2015,Березень,ДП «Херсонський МТП»,5,"Хімічні, мінеральні добрива (сипучі)",Навантаження,"15,439",тис. тонн
Херсонський морський порт,2015,Березень,Компанія «Дніпро Карго Лімітед»,6,Інші сипучі вантажі,Навантаження,"20,354",тис. тонн
Херсонський морський порт,2015,Березень,ПАТ «Херсонський КХП»,9,Інші сипучі вантажі,Навантаження,"18,679",тис. тонн
Херсонський морський порт,2015,Березень,ПАТ «Херсонський КХП»,9,Хлібні - всього,Навантаження,"4,98",тис. тонн
Херсонський морський порт,2015,Березень,"ТОВ ""Вторметекспорт""",1,Хлібні - всього,Навантаження,"2,554",тис. тонн
Херсонський морський порт,2015,Березень,"ТОВ ""Вторметекспорт""",1,Чорні метали - всього,Навантаження,"5,278",тис. тонн
Херсонський морський порт,2015,Березень,"ПрАТ ""Дніпровський термінал""",1днепровский терминал,Інші сипучі вантажі,Навантаження,"10,457",тис. тонн
Херсонський морський порт,2015,Березень,"ПрАТ ""Дніпровський термінал""",1днепровский терминал,Хлібні - всього,Навантаження,"7,39",тис. тонн
Херсонський морський порт,2015,Березень,ДП «Херсонський МТП»,1,Будівельні,Навантаження,"13,5",тис. тонн
Херсонський морський порт,2015,Березень,ДП «Херсонський МТП»,1,Інші сипучі вантажі,Навантаження,"0,838",тис. тонн
Херсонський морський порт,2015,Березень,"ПАТ СК ""Укррічфлот"" ""ХРП"" (з 2013р., причали ХМТП)",1,Інші сипучі вантажі,Навантаження,"2,996",тис. тонн
Херсонський морський порт,2015,Березень,"ПАТ СК ""Укррічфлот"" ""ХРП"" (з 2013р., причали ХМТП)",1,Чорні метали - всього,Навантаження,"48,116",тис. тонн
Херсонський морський порт,2015,Березень,ГВСП Термінал ПАТ ХСЗ,1,Інші тарно-штучні вантажі,Розвантаження,"6,241",тис. тонн
Херсонський морський порт,2015,Березень,ГВСП Термінал ПАТ ХСЗ,1,Контейнери (тис. тонн),Розвантаження,"1,004",тис. тонн
Херсонський морський порт,2015,Березень,ГВСП Термінал ПАТ ХСЗ,1,Лісні вантажі,Навантаження,"14,143",тис. тонн
Херсонський морський порт,2015,Березень,"ХДЗ ""Палада""",1,Лісні вантажі,Навантаження,"5,297",тис. тонн
Херсонський морський порт,2015,Березень,"ХДЗ ""Палада""",1,Хлібні - всього,Навантаження,"22,073",тис. тонн
Херсонський морський порт,2015,Березень,"ХДЗ ""Палада""",1,Інші сипучі вантажі,Навантаження,"35,634",тис. тонн
Херсонський морський порт,2015,Березень,"ХДЗ ""Палада""",1,Інші тарно-штучні вантажі,Розвантаження,"4,679",тис. тонн
Херсонський морський порт,2015,Березень,"ХДЗ ""Палада""",1,Контейнери (тис. тонн),Розвантаження,"0,662",тис. тонн
Херсонський морський порт,2015,Березень,"ХДЗ ""Палада""",1,Інші тарно-штучні вантажі,Навантаження,"0,82",тис. тонн
Одеський морський порт,2015,Січень,"ДП ""ГПК-Україна""",2,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,"138,364",тис. тонн
Одеський морський порт,2015,Січень,"ДП ""ГПК-Україна""",2,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,"133,247",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,"65,323",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,"79,246",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Металзюкрейн""",13,Чорнi метали -металопрокат,Навантаження,"12,102",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Металзюкрейн""",22,Чорнi метали -металопрокат,Навантаження,"1,106",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Металзюкрейн""",26,Чорнi метали -металопрокат,Навантаження,"11,368",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Металзюкрейн""",7,Чорнi метали -металопрокат,Навантаження,"110,058",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Металзюкрейн""",8,Чорнi метали - чавун,Навантаження,"5,196",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Металзюкрейн""",8,Чорнi метали -металопрокат,Навантаження,"38,036",тис. тонн
Одеський морський порт,2015,Січень,Холодильник,21,Продовольчi вантажi з  них:швидкопсовнi вантажi,Розвантаження,"4,029",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Новолог""",10,Чорнi метали -металопрокат,Навантаження,"37,07",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Новолог""",12,Будiвельнi,Навантаження,"18,655",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Новолог""",12,Чорнi метали -металопрокат,Навантаження,"29,065",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Новолог""",13,Чорнi метали -металопрокат,Навантаження,"53,11",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Новолог""",26,Чорнi метали -металопрокат,Навантаження,"1,021",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Новолог""",8,Чорнi метали -металопрокат,Навантаження,"2,014",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Новолог""",9,Чорнi метали -металопрокат,Розвантаження,"1,091",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Новолог""",9,Iншi тарно-штучнi вантажi,Розвантаження,"3,603",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Новотех-термінал""",22,Чорнi метали -металопрокат,Навантаження,"22,278",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Новотех-термінал""",25,Хлiбнi - з них:   зерно,Навантаження,"77,276",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Новотех-термінал""",25,Iншi сипучi вантажi,Навантаження,"5,282",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Новотех-термінал""",25,Чорнi метали -металопрокат,Навантаження,"3,456",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Новотех-термінал""",26,Чорнi метали -металопрокат,Навантаження,"56,961",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Бруклін-Київ""",38,Хiмiчнi та мiнеральнi добрива,Навантаження,"2,267",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Бруклін-Київ""",43,Хлiбнi - з них:   зерно,Навантаження,"214,497",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Бруклін-Київ""",43,Iншi сипучi вантажi,Навантаження,"46,019",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Бруклін-Київ""",44,Хлiбнi - з них:   зерно,Навантаження,"14,789",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Бруклін-Київ""",44,Iншi сипучi вантажi,Навантаження,"1,8",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Бруклін-Київ""",45,Хлiбнi - з них:   зерно,Навантаження,"7,845",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Бруклін-Київ""",45,Iншi сипучi вантажi,Навантаження,"1,556",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Бруклін-Київ""",46,Чорнi метали -металопрокат,Навантаження,"75,347",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Бруклін-Київ""",47,Руда всяка,Навантаження,"12,529",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Бруклін-Київ""",47,Хлiбнi - з них:   зерно,Навантаження,"24,43",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Бруклін-Київ""",47,Чорнi метали -металопрокат,Розвантаження,"0,859",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""УНСК""",10,Чорнi метали -металопрокат,Навантаження,"0,601",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""УНСК""",14,Чорнi метали -металопрокат,Навантаження,"6,35",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""УНСК""",14,Чорнi метали -брухт,Навантаження,"1,039",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""УНСК""",22,Чорнi метали -металопрокат,Навантаження,"0,754",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""УНСК""",26,Чорнi метали -металопрокат,Навантаження,"1,193",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Олімпекс-Купе""",3,Чорнi метали -брухт,Навантаження,"5,891",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Олімпекс-Купе""",4,Хлiбнi - з них:   зерно,Навантаження,"149,558",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Олімпекс-Купе""",4,Iншi сипучi вантажi,Навантаження,"4,814",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Олімпекс-Купе""",4,Чорнi метали -брухт,Навантаження,"2,058",тис. тонн
Одеський морський порт,2015,Січень,"Тов ""Олімпекс-Купе""",7,Чорнi метали -металопрокат,Навантаження,"19,29",тис. тонн
Одеський морський порт,2015,Січень,"ПП ""Портосан""",23,Хлiбнi - з них:   зерно,Навантаження,"18,409",тис. тонн
Одеський морський порт,2015,Січень,"ПП ""Портосан""",23,Iншi сипучi вантажi,Навантаження,"4,529",тис. тонн
Одеський морський порт,2015,Січень,"ПрАТ ""Сінтез Ойл"" (бункер з авто)",24,Нафтопродукти,Навантаження,"0,011",тис. тонн
Одеський морський порт,2015,Січень,"ПрАТ ""Сінтез Ойл""",2н,Нафтопродукти,Навантаження,"124,236",тис. тонн
Одеський морський порт,2015,Січень,"ПрАТ ""Сінтез Ойл""",4н,Хiмiчнi,Навантаження,"35,634",тис. тонн
Одеський морський порт,2015,Січень,"ПрАТ ""Сінтез Ойл""",5н,Нафтопродукти,Навантаження,"33,359",тис. тонн
Одеський морський порт,2015,Січень,ДП ОМТП/ОФ ДП АМПУ(Нафторайон),1н,Нафтопродукти,Навантаження,"265,168",тис. тонн
Одеський морський порт,2015,Січень,ДП ОМТП/ОФ ДП АМПУ(Нафторайон),7н,Хiмiчнi,Навантаження,"48,665",тис. тонн
Одеський морський порт,2015,Лютий,"ДП ""ГПК-Україна""",2,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,"152,855",тис. тонн
Одеський морський порт,2015,Лютий,"ДП ""ГПК-Україна""",2,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,"103,394",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Трексім""",10 з,Чорнi метали -брухт,Навантаження,"2,943",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""ОППК",37,Олiя,Розвантаження,"14,844",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,"87,382",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,"72,638",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Металзюкрейн""",13,Чорнi метали -металопрокат,Навантаження,"18,521",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Металзюкрейн""",26,Чорнi метали -металопрокат,Навантаження,"6,719",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Металзюкрейн""",3,Чорнi метали -металопрокат,Навантаження,"0,27",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Металзюкрейн""",7,Чорнi метали -металопрокат,Навантаження,"124,434",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Металзюкрейн""",8,Руда всяка,Навантаження,"12,656",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Металзюкрейн""",8,Чорнi метали -металопрокат,Навантаження,"58,272",тис. тонн
Одеський морський порт,2015,Лютий,Холодильник,21,Продовольчi вантажi з  них:швидкопсовнi вантажi,Розвантаження,"0,631",тис. тонн
Одеський морський порт,2015,Лютий,Холодильник,21,Iншi тарно-штучнi вантажi,Розвантаження,"2,501",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Новолог""",10,Чорнi метали -металопрокат,Навантаження,"3,511",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Новолог""",12,Чорнi метали -металопрокат,Навантаження,"7,474",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Новолог""",13,Чорнi метали -металопрокат,Навантаження,"48,533",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Новолог""",14,Чорнi метали -металопрокат,Навантаження,"0,119",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Новолог""",26,Чорнi метали -металопрокат,Навантаження,"10,519",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Новолог""",7,Чорнi метали -металопрокат,Навантаження,"12,687",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Новолог""",8,Чорнi метали -металопрокат,Навантаження,"4,584",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Новолог""",9,Чорнi метали -металопрокат,Навантаження,"1,996",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Новотех-термінал""",14,Чорнi метали -металопрокат,Навантаження,"2,627",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Новотех-термінал""",22,Чорнi метали -металопрокат,Навантаження,"20,436",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Новотех-термінал""",25,Хлiбнi - з них:   зерно,Навантаження,"80,966",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Новотех-термінал""",25,Iншi сипучi вантажi,Навантаження,"21,899",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Новотех-термінал""",26,Чорнi метали -металопрокат,Навантаження,"50,011",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Новотех-термінал""",46,Чорнi метали -металопрокат,Навантаження,"0,205",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Новотех-термінал""",8,Чорнi метали -металопрокат,Навантаження,"0,792",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Бруклін-Київ""",38,Чорнi метали -металопрокат,Навантаження,"9,197",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Бруклін-Київ""",38,Хiмiчнi та мiнеральнi добрива,Навантаження,"0,763",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Бруклін-Київ""",43,Хлiбнi - з них:   зерно,Навантаження,"280,943",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Бруклін-Київ""",43,Iншi сипучi вантажi,Навантаження,"44,466",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Бруклін-Київ""",44,Хлiбнi - з них:   зерно,Навантаження,"3,4",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Бруклін-Київ""",45,Хлiбнi - з них:   зерно,Навантаження,"36,97",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Бруклін-Київ""",45,Iншi сипучi вантажi,Навантаження,"-0,5",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Бруклін-Київ""",46,Чорнi метали -металопрокат,Навантаження,"77,35",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Бруклін-Київ""",47,Хлiбнi - з них:   зерно,Навантаження,"26,179",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Бруклін-Київ""",47,Iншi сипучi вантажi,Навантаження,"21,848",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Бруклін-Київ""",47,Чорнi метали -металопрокат,Навантаження,"8,592",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Бруклін-Київ""",8,Чорнi метали -металопрокат,Навантаження,"1,398",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""УНСК""",14,Чорнi метали -металопрокат,Навантаження,"11,163",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""УНСК""",14,Чорнi метали -брухт,Навантаження,"2,782",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""УНСК""",22,Чорнi метали -металопрокат,Навантаження,"2,055",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""УНСК""",26,Чорнi метали -металопрокат,Навантаження,"7,602",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Олімпекс-Купе""",3,Чорнi метали -металопрокат,Навантаження,"9,788",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Олімпекс-Купе""",3,Чорнi метали -брухт,Навантаження,"9,234",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Олімпекс-Купе""",4,Хлiбнi - з них:   зерно,Навантаження,"210,077",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Олімпекс-Купе""",4,Iншi сипучi вантажi,Навантаження,"22,837",тис. тонн
Одеський морський порт,2015,Лютий,"Тов ""Олімпекс-Купе""",7,Чорнi метали -металопрокат,Навантаження,"26,722",тис. тонн
Одеський морський порт,2015,Лютий,"ПП ""Портосан""",23,Хлiбнi - з них:   зерно,Навантаження,"20,03",тис. тонн
Одеський морський порт,2015,Лютий,"ПП ""Портосан""",23,Iншi сипучi вантажi,Навантаження,"8,795",тис. тонн
Одеський морський порт,2015,Лютий,"ПрАТ ""Сінтез Ойл"" (бункер з авто)",24,Нафтопродукти,Навантаження,"0,006",тис. тонн
Одеський морський порт,2015,Лютий,"ПрАТ ""Сінтез Ойл""",2н,Нафтопродукти,Навантаження,"110,818",тис. тонн
Одеський морський порт,2015,Лютий,"ПрАТ ""Сінтез Ойл""",4н,Хiмiчнi,Навантаження,"45,85",тис. тонн
Одеський морський порт,2015,Лютий,"ПрАТ ""Сінтез Ойл""",5н,Нафтопродукти,Навантаження,"7,372",тис. тонн
Одеський морський порт,2015,Лютий,"ПрАТ ""Сінтез Ойл""",5н,Нафтопродукти,Розвантаження,"29,33",тис. тонн
Одеський морський порт,2015,Лютий,ДП ОМТП/ОФ ДП АМПУ(Нафторайон),1н,Нафтопродукти,Навантаження,"223,421",тис. тонн
Одеський морський порт,2015,Лютий,ДП ОМТП/ОФ ДП АМПУ(Нафторайон),7н,Хiмiчнi,Навантаження,"43,777",тис. тонн
Одеський морський порт,2015,Вересень,"ДП ""ГПК-Україна""",2,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,"86,385",тис. тонн
Одеський морський порт,2015,Вересень,"ДП ""ГПК-Україна""",2к,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,"87,972",тис. тонн
Одеський морський порт,2015,Вересень,"ДП ""ГПК-Україна""",2,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,"45,364",тис. тонн
Одеський морський порт,2015,Вересень,"ДП ""ГПК-Україна""",2K,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,"72,582",тис. тонн
Одеський морський порт,2015,Вересень,"ДП ""Пріста-Ойл""",5,Олiя,Навантаження,"2,971",тис. тонн
Одеський морський порт,2015,Вересень,"Тов ""Трексім""",10 з,Чорнi метали -брухт,Навантаження,"5,681",тис. тонн
Одеський морський порт,2015,Вересень,"Тов ""ОППК",37,Олiя,Розвантаження,"13,119",тис. тонн
Одеський морський порт,2015,Вересень,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Навантаження,"101,231",тис. тонн
Одеський морський порт,2015,Вересень,"Тов ""Бруклін-Київ-порт""",42,Контейнери мiжнародного класу з вантажем i порожнi  (т-бруто),Розвантаження,"66,855",тис. тонн
Одеський морський порт,2015,Вересень,"Тов ""Металзюкрейн""",13,Чорнi метали -металопрокат,Навантаження,"29,211",тис. тонн
Одеський морський порт,2015,Вересень,"Тов ""Металзюкрейн""",26,Чорнi метали -металопрокат,Навантаження,"5,735",тис. тонн
Одеський морський порт,2015,Вересень,"Тов ""Металзюкрейн""",47,Чорнi метали -металопрокат,Навантаження,"0,205",тис. тонн
Одеський морський порт,2015,Вересень,"Тов ""Металзюкрейн""",7,Чорнi метали - чавун,Навантаження,"20,566",тис. тонн
Одеський морський порт,2015,Вересень,"Тов ""Металзюкрейн""",7,Чорнi метали -металопрокат,Навантаження,"140,903",тис. тонн
Одеський морський порт,2015,Вересень,"Тов ""Металзюкрейн""",8,Чорнi метали -металопрокат,Навантаження,"97,49",тис. тонн
Одеський морський порт,2015,Вересень,Холодильник,21,Iншi тарно-штучнi вантажi,Розвантаження,"5,503",тис. тонн
Одеський морський порт,2015,Вересень,"Тов ""Новолог""",10,Чорнi метали -металопрокат,Навантаження,"16,609",тис. тонн
Одеський морський порт,2015,Вересень,"Тов ""Новолог""",12,Будiвельнi,Навантаження,"14,519",тис. тонн
